,SEG,BU,Platform,Product Category,Product Line,Product Set
6092,BDM,MMS,IV Solutions,IV Solutions,FreeFlex,Lactated Ringers
6115,BDI,UCC,Total BD UCC Other,Wound Drainage,Channel Drains,Channel Drains
6122,BDM,MDS,Anesthesia Systems,Other Anesthesia Products,Other Anesthesia Products,Spinal Introducer-SSU&BNS
6127,BDI,UCC,Total BD UCC Other,Wound Drainage,Channel Drains,Channel Drains
6134,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc_Standalone
6135,BDI,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,100cc EVAC
6182,BDI,UCC,Total BD UCC Other,Airway,NG Tubes,NG Tube W/Lopez Valve
6207,BLS,DS,Microbiology,Blood Culture,Blood Culture Other,Other Blood Culture
6239,BDI,UCC,Total BD UCC Other,Wound Drainage,Channel Drains,Channel Drains
6274,BDI,UCC,Total BD UCC Other,Wound Drainage,Channel Drains,Channel Drains
6332,BDM,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Venflon Pro with Instaflash,Venflon Pro with Instaflash
6343,BDI,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,100cc EVAC
6351,BDI,SUR,Hernia,Groin Hernia,Groin Lap,Light 3D Max Mesh
6365,BLS,BDB,Clinical Reagents,Other Reagents,Other Reagents,Other Clinical
6380,BDI,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,CWS 400 Kits
6429,BDM,MDS,Gravity and Syringe Delivery,GSD Extension Sets,GSD Extension Sets - Specialty Non-Chemo,Anesthesia
6437,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,MiniLoc_Standalone
6451,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc_Standalone
6459,BDM,MDS,Skin Prep & Securement,Securement,Statlock - PICC,Statlock PICC Stand Alone
6461,BDM,MDS,Hazardous Drug Solutions,Texium Systems,Vial Access Device,Vial Access Device
6476,BDI,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,CWS 400 Kits
6538,BDI,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,100cc EVAC
6548,BDI,UCC,Total BD UCC Other,Wound Drainage,Channel Drains,Channel Drains
6563,BDI,SUR,Hernia,Groin Hernia,Groin Open,Onflex
6590,BDI,UCC,Total Home Care Sales,Urology Home Care,Home Care Non Bard,UK DAC Sales (Non Bard)
6592,BDI,SUR,Hernia,Fixation,Absorbable Fixation,Optifix AT
6595,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc Max_Standalone
6600,BDM,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Advanced Non-ARD,General
6636,BDI,SUR,Performance Irrigation and Other Surgery,Performance Irrigation,Pulsed Lavage,Solo Simpulse
6655,BDI,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,Silicone Round Drains
6656,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,MiniLoc_Standalone
6665,BDM,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Intima II Safety Catheter,Intima II Safety
6668,BDM,PS,Prefillable Systems,Component,PFS Component,Bulk Backstop
6702,BDM,MDS,Gravity and Syringe Delivery,GSD Extension Sets,GSD Extension Sets - Basic,General
6705,BDI,UCC,Total Home Care Sales,Urology Home Care,Tubing,Tubing
6710,BDI,UCC,Total Home Care Sales,Urology Home Care,Home Care Non Bard,UK DAC Sales (Non Bard)
6731,BDI,PI,BD PI Other,OEM,Guidewires OEM,Guidewires OEM
6759,BDI,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,Silicone Round Drains
6762,BDM,PS,SAIS,Others,Other Pharma,Pen Needle
6775,BDM,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Venflon Pro with Instaflash,Venflon Pro with Instaflash
6791,BDI,UCC,Total BD UCC Other,Wound Drainage,Channel Drains,Channel Drains
6830,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc Max_Standalone
6845,BDI,UCC,Total Home Care Sales,Urology Home Care,BD Uncoated,DUMMY - BD Uncoated
6851,BDM,MDS,Advanced Access Devices,Midlines,PowerGlide Pro RT,3M CHG
6857,BDI,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Malecots
6859,BDM,MDS,Skin Prep & Securement,IV Kits,PIV Start Kits,StatLock IV Start Kit
6877,BDM,MDS,Hazardous Drug Solutions,Optima Pharmacy Solutions,Optima Protector,Optima Protector
6887,BDM,MDS,IV Access,IVA SmartSite,IVA Extension Sets - SmartSite,SmartSite
6895,BDM,MDS,Skin Prep & Securement,Skin Prep,ChloraPrep Single Swabstick,Single Swabstick 1.75 ml
6903,BLS,DS,Microbiology,ID/AST,Phoenix Reagents,Phoenix Combo Panel
6948,BDI,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Malecots
6961,BDI,UCC,Total Home Care Sales,Urology Home Care,Home Care Non Bard,UK DAC Sales (Non Bard)
6991,BDI,PI,Oncology,Catheter Group,Chronic CVC Catheters,Powerline Catheters
7007,BDI,SUR,Hernia,Groin Hernia,Plugs,Plugs
7012,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,MiniLoc_Standalone
7021,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc Max_Standalone
7049,BDI,UCC,Total BD UCC Other,Wound Drainage,Channel Drains,Channel Drains
7055,BDM,MDS,Anesthesia Systems,Other Anesthesia Products,Specialty Syringes,LOR Syringe-BNS
7061,BDI,PI,End Stage Kidney Disease,Fabrics and Meshes,Fabrics,Fabrics
7072,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc Max_Standalone
7073,BDM,MDS,Hazardous Drug Solutions,Optima Pharmacy Solutions,Optima Bag Access,Optima Bag Access
7097,BDM,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Advanced Non-ARD,General
7131,BDI,SUR,Hernia,Groin Hernia,Groin Open,Soft Mesh
7157,BDI,SUR,Hernia,Groin Hernia,Plugs,Light Plug
7180,BDI,SUR,Hernia,Groin Hernia,Groin Lap,3D Max Enhancement
7197,BDI,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,100cc EVAC
7201,BDM,MDS,IPD OEM,GSD OEM,GSD OEM SmarSite Bag,SmartSite Bag
7229,BDM,MMS,Alaris System,POC Systems,Alaris System EtCO2,Monitoring
7232,BDM,MDS,IV Access,IVA Extension Sets - Other,IVA Extension Sets - Other,Other Safety
7237,BDI,PI,BD PI Other,OEM,Guidewires OEM,Guidewires OEM
7244,BDM,MDS,Advanced Access Devices,PICC Other,PICC Accessories,Micro-EZ
7245,BDI,PI,BD PI Other,OEM,Guidewires OEM,Guidewires OEM
7252,BDI,UCC,Total Home Care Sales,Urology Home Care,Home Care Non Bard,UK DAC Sales (Non Bard)
7264,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc_Standalone
7279,BDI,SUR,Hernia,Groin Hernia,Groin Open,Preshapes
7283,BDI,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Malecots
7285,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,SafeStep_Custom
7286,BDI,UCC,Total BD UCC Other,Wound Drainage,Channel Drains,Channel Drains
7329,BDI,SUR,Hernia,Groin Hernia,Groin Lap,3D Max Enhancement
7349,BDM,MDS,IPD OEM,GSD OEM,GSD OEM SmarSite Bag,SmartSite Bag
7365,BDI,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Malecots
7385,BDI,SUR,Hernia,Groin Hernia,Groin Open,Modified Kugel Patch
7391,BDM,MDS,Skin Prep & Securement,Skin Prep,ChloraPrep Single Swabstick,Single Swabstick 1.75 ml
7417,BDI,UCC,Total BD UCC Other,Wound Drainage,Channel Drains,Channel Drains
7473,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,MiniLoc_Standalone
7474,BDI,UCC,Total Acute Urology,Urological Drainage,Other Urology,Urine Tubing
7500,BDI,SUR,Hernia,Groin Hernia,Groin Lap,3D Max Mesh
7506,BLS,DS,Veritor Cov,Veritor Cov,COV19 Antigen (Veritor),COV19 Antigen (Veritor)
7508,BLS,DS,Microbiology,Industrial Microbiology,Liquid Media - Industrial,Industrial Bottled Media
7510,BDM,MDS,Advanced Access Devices,PICC,PowerPICC,Basic
7530,BDI,SUR,Hernia,Groin Hernia,Plugs,Plugs
7537,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc_Standalone
7538,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,MiniLoc_Standalone
7552,BDI,UCC,Total Home Care Sales,Urology Home Care,Home Care Non Bard,UK DAC Sales (Non Bard)
7560,BDM,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia - Spinal Needles,Non-Sterile Disp Whitacre
7568,BDI,PI,Oncology,Catheter Group,Chronic CVC Catheters,Powerhickman Catheters
7582,BDM,PS,Prefillable Systems,Component,PFS Other,Bulk Packaging
7590,BLS,DS,Microbiology,Industrial Microbiology,Plated Media - Industrial,Refrigerated Plates
7599,BDI,PI,End Stage Kidney Disease,Fabrics and Meshes,Fabrics,Fabrics
7602,BDI,UCC,Total Acute Urology,Urological Drainage,Other Urology,Clamps
7610,BLS,DS,Microbiology,Clinical Media,Tubed Media - Clinical,Tubed/Bottled Media
7660,BDM,MMS,Alaris System,Service,Alaris System Service Parts,Medley NONCATALOG
7669,BDI,UCC,Endourology,Stone Disposables,Dilation Products,Heyman Followers
7673,BDI,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Malecots
7682,BDI,UCC,Endourology,Stone Disposables,Dilation Products,Heyman Followers
7691,BDI,UCC,Total BD UCC Other,Airway,Specialty Tubes,Esph Tubes
7697,BDI,UCC,Endourology,Stone Disposables,Dilation Products,Heyman Followers
7702,BDI,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Malecots
7731,BDM,PS,Prefillable Systems,Others,Other Pharma,Syringe
7740,BLS,SM,Specimen Acquisition,Needles,Conventional Needles,NEEDLES CONVENTIONAL
7762,BDI,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Malecots
7764,BDM,MDS,Advanced Access Devices,PICC,PowerPICC Solo,Basic
7768,BDI,UCC,Endourology,Stone Disposables,Dilation Products,Heyman Followers
7794,BDI,SUR,Hernia,Groin Hernia,Groin Lap,3D Max Mesh
7808,BDM,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia - Spinal Needles,Non-Sterile Disp Quincke
7812,BDI,UCC,Endourology,Stone Disposables,Dilation Products,Heyman Followers
7824,BDM,MDS,Advanced Access Devices,PICC Other,PICC Accessories,Micro-EZ
7841,BDM,MDS,Hazardous Drug Solutions,Optima Pharmacy Solutions,Optima Connector,Optima Connector
7866,BDI,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Malecots
7878,BDM,MDS,Gravity and Syringe Delivery,GSD Extension Sets,GSD Extension Sets - Specialty Non-Chemo,Anesthesia
7882,BDM,PS,Prefillable Systems,Stopper,Stopper High Tier,BSCF/BCF/BCA PremiumCoat visio
7891,BDI,UCC,Total BD UCC Other,Wound Drainage,Channel Drains,Channel Drains
7898,BDI,UCC,Total Home Care Sales,Urology Home Care,Magic 3 Go,Magic 3 Go
7915,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc_Standalone
7922,BDI,SUR,Hernia,Groin Hernia,Groin Open,Soft Mesh
7925,BDI,SUR,Hernia,Ventral,Umbilical Ventral,Ventralex
7941,BDI,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Malecots
7948,BDI,SUR,Hernia,Groin Hernia,Groin Open,Onflex
7950,BLS,DS,Microbiology,Industrial Microbiology,DCM,Custom DCM
7951,BDI,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,100cc EVAC
7962,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc Max_Standalone
7986,BDI,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,100cc EVAC
7987,BDM,MMS,IV Solutions,IV Solutions,FreeFlex,Sodium Chloride
8009,BDI,UCC,Total BD UCC Other,Airway,NG Tubes,NG Tube W/Lopez Valve
8027,BDI,SUR,Hernia,Groin Hernia,Plugs,Plugs
8061,BDI,UCC,Total BD UCC Other,Wound Drainage,Other Drains - BMD,T-Tube / Bile Bags
8065,BDM,MDS,IPD OEM,GSD OEM,GSD OEM SmarSite Bag,SmartSite Bag
8076,BDM,MDS,Advanced Access Devices,Midlines,PowerGlide Pro RT,3M CHG
8078,BDI,PI,Oncology,Catheter Group,Chronic CVC Catheters,Trifusion Apheresis Catheters
8116,BDM,MDS,Skin Prep & Securement,Securement,Statlock - PICC,Statlock PICC Bulk Nonsterile
8117,BDM,MDS,IV Access,IVA MaxZero,IVA Extension Sets - MaxZero,MaxZero
8130,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc_Standalone
8133,BDI,UCC,Total BD UCC Other,Airway,Specialty Tubes,Esph Tubes
8139,BDI,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,100cc EVAC
8148,BDI,SUR,Hernia,Groin Hernia,Plugs,Light Plug
8152,BDI,PI,Oncology,Markers,UltraClip Markers,Twirl Marker
8163,BDI,UCC,Endourology,Stone Disposables,Dilation Products,Heyman Followers
8169,BDI,SUR,Infection Prevention - Surgical,ChloraPrep,ChloraPrep Surgical,10.5 ml
8185,BDI,PI,Oncology,Catheter Group,Chronic CVC Catheters,Trifusion Apheresis Catheters
8187,BDI,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,CWS 400 Kits
8199,BDI,UCC,Total Acute Urology,Urological Drainage,Other Urology,Urine Tubing
8207,BDI,SUR,Hernia,Groin Hernia,Groin Open,Mesh Flats
8249,BDM,MDS,Advanced Access Devices,Midlines,Poly Midline,Custom
8253,BDI,SUR,Hernia,Groin Hernia,Groin Open,Modified Kugel Patch
8256,BDI,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Malecots
8268,BDI,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Malecots
8307,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc Max_Custom
8338,BDM,MDS,Hazardous Drug Solutions,Optima Pharmacy Solutions,Optima Protector,Optima Protector
8356,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc Max_APPAS_3M CHG
8416,BDM,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus Syringe Sets,Enteral
8417,BDM,MDS,Gravity and Syringe Delivery,GSD Blood Sets,GSD Blood Sets - Basic,General
8431,BDI,PI,End Stage Kidney Disease,Fabrics and Meshes,Fabrics,Fabrics
8488,BDI,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,100cc EVAC
8498,BDI,UCC,Endourology,Stone Disposables,Dilation Products,Heyman Followers
8505,BDI,SUR,Hernia,Groin Hernia,Groin Open,Adhesix
8517,BDI,SUR,Hernia,Groin Hernia,Groin Open,Kugel Patch
8549,BDM,MMS,BD Nexus,POC Systems,BD Nexus V700 Pumps - Placement,BD Nexus V700 Pumps - Placement
8551,BDI,SUR,Infection Prevention - Surgical,ChloraPrep,ChloraPrep Sterile Solution,26 ml
8558,BDI,UCC,Endourology,Stone Disposables,Dilation Products,Heyman Followers
8559,BDI,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,Silicone Round Drains
8562,BDM,MMS,Alaris System,Service,Alaris System Service Parts,Medley
8572,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,MiniLoc_Standalone
8583,BDI,UCC,Total Home Care Sales,Urology Home Care,BD Uncoated,DUMMY - BD Uncoated
8598,BDM,MMS,IV Solutions,IV Solutions - PC Adjustment,IV Solutions - PC Adjustment,IV Solutions - PC Adjustment
8602,BDI,UCC,Total Home Care Sales,Urology Home Care,Home Care Non Bard,UK DAC Sales (Non Bard)
8636,BDI,UCC,Total Home Care Sales,Urology Home Care,Red Rubber Coude,Bard Red Rubber Coude 2
8656,BDI,UCC,Endourology,Stone Disposables,Dilation Products,Heyman Followers
8662,BDI,PI,End Stage Kidney Disease,Fabrics and Meshes,Fabrics,Fabrics
8666,BDI,SUR,Hernia,Groin Hernia,Groin Open,Modified Onflex
8692,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc Max_Standalone
8701,BDI,PI,Oncology,Catheter Group,Chronic CVC Catheters,Catheter Accessories
8709,BDM,MDS,Advanced Access Devices,IO Device,Intraosseous Needle,Intraosseous Needle
8710,BDI,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Malecots
8717,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc_APPAS_3M CHG
8742,BDI,UCC,Endourology,Stone Disposables,Guidewires,Endourology Guidewires
8754,BDI,UCC,Endourology,Endourology Other,Urology Miscellaneous,Wov Ureth Coude
8786,BDI,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Malecots
8794,BDI,SUR,Hernia,Ventral,Umbilical Ventral,Ventralex
8805,BDI,UCC,Total Acute Urology,Urological Drainage,Other Urology,Stylets
8812,BDM,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Advanced Non-ARD,General
8818,BDI,PI,End Stage Kidney Disease,Fabrics and Meshes,Fabrics,Fabrics
8820,BDM,MDS,Advanced Access Devices,Midlines,Provena,3M CHG
8827,BDI,PI,Oncology,Catheter Group,Chronic CVC Catheters,Powerhickman Catheters
8828,BDI,UCC,Total BD UCC Other,Wound Drainage,Channel Drains,Channel Drains
8843,BDI,UCC,Total BD UCC Other,Wound Drainage,Channel Drains,Channel Drains
8890,BDI,UCC,Total Home Care Sales,Urology Home Care,Magic 3 Go,Magic 3 Go
8924,BLS,DS,Diagnostic Solutions Other,Diagnostic Systems Other,Infection Prevention & Mgmt NP,WW Infection Prev&Mgmt Oper Exps-Ex BDMS
8926,BDI,SUR,Performance Irrigation and Other Surgery,Performance Irrigation,Pulsed Lavage,Simpulse Plus
8927,BDI,UCC,Endourology,Stone Disposables,Guidewires,Endourology Guidewires
8950,BDI,UCC,Endourology,Stone Disposables,Stone Removal,Nitinol Disposable
8957,BDI,SUR,Hernia,Groin Hernia,Groin Open,Modified Kugel Patch
8973,BDI,SUR,Hernia,Groin Hernia,Groin Lap,Light 3D Max Mesh
8978,BDI,UCC,Total BD UCC Other,Wound Drainage,Channel Drains,Channel Drains
8989,BDI,UCC,Total Acute Urology,Urological Drainage,Urethral Cath - Hospital Sales,Bard Red Rubber Hsp
9001,BDI,SUR,Hernia,Groin Hernia,Plugs,Plugs
9007,BDM,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia - Spinal Needles,Non-Sterile Disp Whitacre
9043,BDI,PI,Oncology,Markers,UltraClip Markers,Twirl Marker
9044,BDI,UCC,Endourology,Stone Disposables,Dilation Products,Heyman Followers
9045,BDI,UCC,Endourology,Stone Disposables,Dilation Products,Heyman Followers
9082,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,SafeStep_APPAS
9085,BLS,DS,Microbiology,Industrial Microbiology,Plated Media - Industrial,Refrigerated Plates
9093,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,SafeStep_APPAS
9099,BDI,PI,Peripheral Vascular Disease,Drug Coated Balloons PVD,Lutonix,Lutonix SFA
9103,BDM,MDS,Advanced Access Devices,PICC Other,PICC Accessories,Micro-EZ
9120,BDM,MDS,Skin Prep & Securement,Skin Prep,ChloraPrep Single Swabstick,Single Swabstick 1.75 ml
9132,BDI,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,75cc
9163,BDI,UCC,Endourology,Stone Disposables,Dilation Products,Heyman Followers
9187,BDI,PI,BD PI Other,OEM,Textiles OEM,Textiles OEM
9189,BDM,MDS,Advanced Access Devices,PICC Other,PICC Accessories,Micro-EZ
9219,BDI,SUR,Hernia,Groin Hernia,Groin Open,Soft Mesh
9221,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc Max_APPAS_3M CHG
9222,BDI,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,100cc EVAC
9240,BDI,UCC,Total Home Care Sales,Urology Home Care,Red Rubber Coude,Bard Red Rubber Coude 2
9251,BDI,UCC,Total Acute Urology,Urological Drainage,Urethral Cath - Hospital Sales,Bard Red Rubber Hsp
9262,BLS,DS,Microbiology,ID/AST,Phoenix Reagents,Phoenix Combo Panel
9265,BDI,UCC,Endourology,Stone Disposables,Stents,Silicone Stents
9280,BDI,PI,End Stage Kidney Disease,Drug Coated Balloons ESKD,Lutonix 035 (AV),Lutonix AV
9281,BDI,PI,Peripheral Vascular Disease,Drug Coated Balloons PVD,Lutonix,Lutonix SFA
9284,BDI,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,Silicone 400 Kits
9361,BDI,UCC,Total Acute Urology,Urological Drainage,Other Urology,Airways/ Miscellaneous
9367,BDI,SUR,Hernia,Fixation,Absorbable Fixation,Optifix AT
9368,BDM,MDS,Advanced Access Devices,PICC,PowerPICC,Basic
9389,BDI,UCC,Endourology,Stone Disposables,Dilation Products,Heyman Followers
9412,BDM,MDS,Advanced Access Devices,PICC,Provena 4FR DL / 3FR SL,3M CHG
9432,BDI,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,Miscellaneous Reliavac
9446,BDI,PI,Oncology,Catheter Group,Chronic CVC Catheters,Broviac Hickman Leonard Catheters
9452,BDI,PI,BD PI Other,OEM,Guidewires OEM,Guidewires OEM
9463,BDI,SUR,Hernia,Groin Hernia,Groin Lap,Light 3D Max Mesh
9467,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,MiniLoc_APPAS_3M CHG
9493,BDI,UCC,Total Acute Urology,Urological Drainage,Urethral Cath - Hospital Sales,Bard Red Rubber Hsp
9525,BDM,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus Syringe Sets,Enteral
9561,BDI,SUR,Hernia,Groin Hernia,Groin Open,Adhesix
9593,BDI,UCC,Endourology,Stone Disposables,Dilation Products,Heyman Followers
9621,BDI,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Polureth Olive
9633,BDI,SUR,Hernia,Groin Hernia,Groin Open,Adhesix
9657,BDI,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Malecots
9659,BDI,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,Miscellaneous Reliavac
9667,BDI,PI,Oncology,CHRONIC DRAINAGE,PERITX,PERITX BAGS
9669,BDI,UCC,Endourology,Stone Disposables,Dilation Products,Heyman Followers
9671,BDI,UCC,Total Acute Urology,Urological Drainage,Silicone Trays,Surestep W/All Sil W/Bag
9687,BLS,DS,Microbiology,Clinical Media,Tubed Media - Clinical,Tubed/Bottled Media
9711,BDM,MDS,Advanced Access Devices,Port Access,Port Access Needles,SafeStep_APPAS_3M CHG
9729,BDI,UCC,Total Home Care Sales,Urology Home Care,Home Care Non Bard,UK DAC Sales (Non Bard)
9751,BDI,SUR,Performance Irrigation and Other Surgery,Performance Irrigation,Pulsed Lavage,Varicare
9775,BDM,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,NRFit Plastic Syringes,NRFit Plastic Syringes
9778,BDM,MDS,Advanced Access Devices,PICC,PowerPICC Solo,Basic
9779,BDM,MDS,Advanced Access Devices,PICC,Provena Solo 4FR DL / 3FR SL,3M CHG
9785,BDM,MDS,Advanced Access Devices,IO Device,Intraosseous Drill,Intraosseous Drill
