,SEG,BU,Business Unit,Sub BU,Sub Business Unit,Platform ID,Platform,Product Category ID,Product Category,Product Line ID,Product Line,Product Set ID,Product Set,Product Subset ID,Product Subset ,Material ID,Material Description,Material ID Description,BU + Material, FY 25 Actual Revenue , FY 25 Actual Units , COMMENTS ,CAT 12
53618,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033950,LSR/Fortessa X-20,PH220070041069,LSR/Fortessa X-20,PH220070051218,LSRFortessa X20 Instrument,658218D0,LSRFortessaX-20 SO 5B3R2UV CPU M2 PB HTS,658218D0-LSRFortessaX-20 SO 5B3R2UV CPU M2 PB HTS,BDB-658218D0,"$1,176 ", -   ,Matched by Material ID,pyxis
53619,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033950,LSR/Fortessa X-20,PH220070041069,LSR/Fortessa X-20,PH220070051218,LSRFortessa X20 Instrument,658218D1,LSRFortessaX-20 SO 2B2R3V5YG2UVCPU D8 TM,658218D1-LSRFortessaX-20 SO 2B2R3V5YG2UVCPU D8 TM,BDB-658218D1,"$1,176 ", -   ,Classified by ML model,pyxis
53628,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033950,LSR/Fortessa X-20,PH220070041069,LSR/Fortessa X-20,PH220070051218,LSRFortessa X20 Instrument,656385O2,Fort X-20 2B103R106V105YG102UV50 HPPMT,656385O2-Fort X-20 2B103R106V105YG102UV50 HPPMT,BDB-656385O2,"$1,098 ", -   ,Classified by ML model,pyxis
53632,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051183,FACSAria SORP Instrument,643695V1,Aria II SO 7B1003Y2003UV60 ADU CPU 4LRDY,643695V1-Aria II SO 7B1003Y2003UV60 ADU CPU 4LRDY,BDB-643695V1,"$1,083 ", -   ,Matched by Material ID,pyxis
53643,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032550,FACSAria Fusion Instrument,PH220070041039,FACSAria Fusion Instrument,PH220070051178,FACSAria Fusion Instrument,656700L6,Fusion 3B/3R/3UV/5YG ACDU with Hood,656700L6-Fusion 3B/3R/3UV/5YG ACDU with Hood,BDB-656700L6,$977 , -   ,Classified by ML model,pyxis
53646,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032550,FACSAria Fusion Instrument,PH220070041039,FACSAria Fusion Instrument,PH220070051179,FACSAria Fusion SORP Instrument,658282I3,Fusion B100R100YG100UV15 ACDU TCO AMO SO,658282I3-Fusion B100R100YG100UV15 ACDU TCO AMO SO,BDB-658282I3,$953 , -   ,Matched by Material ID,pyxis
53652,BDM,MDS,Medication Delivery Solutions (MDS),ISD,Infusion Preparation & Delivery,2301200,IPD OEM,PH230120021002,IVA OEM,PH230100031038,IVA OEM Others,PH230100041091,Temp Management,PH230100051091,Temp Management,PM_8110,PM MODEL 8110,PM_8110-PM MODEL 8110,MDS-PM_8110,$919 , -   ,Matched by Material ID,pyxis
53658,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032550,FACSAria Fusion Instrument,PH220070041039,FACSAria Fusion Instrument,PH220070051179,FACSAria Fusion SORP Instrument,658282J3,Fusion BRVYGUV ACDU CC4 COM EXTR OPTIC,658282J3-Fusion BRVYGUV ACDU CC4 COM EXTR OPTIC,BDB-658282J3,$898 , -   ,Classified by ML model,pyxis
53663,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051183,FACSAria SORP Instrument,643695N5,AriaII SO 3B1002R405YG502UVG160 ACDU CPU,643695N5-AriaII SO 3B1002R405YG502UVG160 ACDU CPU,BDB-643695N5,$858 , -   ,Classified by ML model,pyxis
53664,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022100,FACSCelesta,PH220070032750,FACSCelesta Instrument,PH220070041043,FACSCelesta Instrument,PH220070051187,FACSCelesta Instrument,66093324,Celesta SORP 2B3R6V4YG 100mw,66093324-Celesta SORP 2B3R6V4YG 100mw,BDB-66093324,$854 , -   ,Classified by ML model,pyxis
53681,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051182,FACSAria III Instrument,648282D7,ARIA III 3B/3R/3V/5YG/2UV ACDU,648282D7-ARIA III 3B/3R/3V/5YG/2UV ACDU,BDB-648282D7,$759 , -   ,Matched by Material ID,pyxis
53691,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021005,Vacuum Assisted,PH240111031015,Encor Capital,PH240111041057,Encor Enspire Capital,PH240111051072,Encor Enspire Capital,EDP001,ENCOR DRIVER BILLABLE PARTS,EDP001-ENCOR DRIVER BILLABLE PARTS,PI-EDP001,$684 , -   ,Classified by ML model,pyxis
53692,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023200,FACSCanto,PH220020035850,FACSCanto Instrument,PH220020041120,FACSCanto Instrument,PH220020051323,FACSCanto SORP Instrument,643554,FACSCanto II RUO Special Order System,643554-FACSCanto II RUO Special Order System,BDB-643554,$684 , -   ,Classified by ML model,pyxis
53698,BLS,SM,Specimen Management,SM,Specimen Management,2109003,Specimen Management Other,PH210900321400,Specimen Management Other,PH210900333300,Specimen Management Other,PH210900341162,All Other PAS,PH210900351175,All Other PAS,*RET051,Return Charge Preanalyti,*RET051-Return Charge Preanalyti,SM-*RET051,$622 , -   ,Classified by ML model,pyxis
53700,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022200,FACSMelody,PH220070032950,FACSMelody Instrument,PH220070041047,FACSMelody Instrument,PH220070051191,FACSMelody Instrument,662735,BD FACSMelody BYG 6-Color,662735-BD FACSMelody BYG 6-Color,BDB-662735,$618 , -   ,Matched by Material ID,pyxis
53701,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051183,FACSAria SORP Instrument,65011035,Aria SO B100R40YG50V50UV100 ACDU CPU LC,65011035-Aria SO B100R40YG50V50UV100 ACDU CPU LC,BDB-65011035,$616 , -   ,Classified by ML model,pyxis
53705,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2118000,Cancer,PH211800021000,Cytology,PH211800031950,PrepStain Instr - Sale,PH211800041007,PrepStain Instr Sales,PH211800051012,PrepStain Inst Sales,490407,Instrument Prepstain Tecan Us II Refurb,490407-Instrument Prepstain Tecan Us II Refurb,DS-490407,$612 , -   ,Matched by Material ID,pyxis
53724,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021000,Lab Automation - PC Adjustment,PH211146032150,Lab Automation - PC Adjustment,PH211146041039,Lab Automation - PC Adjustment,PH211146051068,Lab Automation - PC Adjustment,*INOINKSPM,InoqulA New SPM Ink cartridge Videojet,*INOINKSPM-InoqulA New SPM Ink cartridge Videojet,DS-*INOINKSPM,$511 , -   ,Matched by Material ID,pyxis
53731,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022300,FACSymphony Analyzers,PH220070033200,FACSymphony A5 Sorp Instrument,PH220070041053,FACSymphony A5 Sorp Instrument,PH220070051198,FACSymphony A5 Sorp Instrument,660964A6,SymphonyA5 SO 5B2003R1008V1005YG1007UV60,660964A6-SymphonyA5 SO 5B2003R1008V1005YG1007UV60,BDB-660964A6,$476 , -   ,Classified by ML model,pyxis
53733,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022300,FACSymphony Analyzers,PH220070033150,FACSymphony A3 Sorp Instrument,PH220070041052,FACSymphony A3 Sorp Instrument,PH220070051197,FACSymphony A3 Sorp Instrument,660937D5,SymphA3 5B103R108V105YG157UV60TBL FSC SO,660937D5-SymphA3 5B103R108V105YG157UV60TBL FSC SO,BDB-660937D5,$468 , -   ,Classified by ML model,pyxis
53742,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033800,LSR/Fortessa,PH220070041066,LSR/Fortessa,PH220070051214,LSRFortessa Instrument,649225B0,LSRFortessa 4B 1 LASER,649225B0-LSRFortessa 4B 1 LASER,BDB-649225B0,$428 , -   ,Matched by Material ID,pyxis
53756,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022200,FACSMelody,PH220070032950,FACSMelody Instrument,PH220070041047,FACSMelody Instrument,PH220070051191,FACSMelody Instrument,662749,BD FACSMelody BRYG 8-Color Plate,662749-BD FACSMelody BRYG 8-Color Plate,BDB-662749,$375 , -   ,Matched by Material ID,pyxis
53765,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022300,FACSymphony Analyzers,PH220070033150,FACSymphony A3 Sorp Instrument,PH220070041052,FACSymphony A3 Sorp Instrument,PH220070051197,FACSymphony A3 Sorp Instrument,660937O2,SymphA3 2B103R147V104YG107UV60 HTSRDY SO,660937O2-SymphA3 2B103R147V104YG107UV60 HTSRDY SO,BDB-660937O2,$332 , -   ,Classified by ML model,pyxis
53773,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051183,FACSAria SORP Instrument,650110R5,Aria SO 5B2R2UVACDU CPU SPNB TCO AMO,650110R5-Aria SO 5B2R2UVACDU CPU SPNB TCO AMO,BDB-650110R5,$313 , -   ,Classified by ML model,pyxis
53775,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032550,FACSAria Fusion Instrument,PH220070041039,FACSAria Fusion Instrument,PH220070051179,FACSAria Fusion SORP Instrument,65828201,FusionSO B20R10YG10BV75UV100CPU COMP TCO,65828201-FusionSO B20R10YG10BV75UV100CPU COMP TCO,BDB-65828201,$308 , -   ,Classified by ML model,pyxis
53776,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032550,FACSAria Fusion Instrument,PH220070041039,FACSAria Fusion Instrument,PH220070051179,FACSAria Fusion SORP Instrument,658282K3,Fusion B60R10V10YG50BV75UV15 ACDU CPU SO,658282K3-Fusion B60R10V10YG50BV75UV15 ACDU CPU SO,BDB-658282K3,$308 , -   ,Classified by ML model,pyxis
53777,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033950,LSR/Fortessa X-20,PH220070041069,LSR/Fortessa X-20,PH220070051218,LSRFortessa X20 Instrument,65742705,FortessaX20 2B603R1006V1004YG1003UV15 SO,65742705-FortessaX20 2B603R1006V1004YG1003UV15 SO,BDB-65742705,$308 , -   ,Classified by ML model,pyxis
53778,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051183,FACSAria SORP Instrument,65011040,Aria SO B60R40YG50V50UV20 ACDU CPU LC,65011040-Aria SO B60R40YG50V50UV20 ACDU CPU LC,BDB-65011040,$308 , -   ,Classified by ML model,pyxis
53779,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051183,FACSAria SORP Instrument,650110S8,Aria SO B60R40V50YG50ACDU CPU LC AMO TCO,650110S8-Aria SO B60R40V50YG50ACDU CPU LC AMO TCO,BDB-650110S8,$308 , -   ,Matched by Material ID,pyxis
53780,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033950,LSR/Fortessa X-20,PH220070041069,LSR/Fortessa X-20,PH220070051218,LSRFortessa X20 Instrument,65742743,FORT X20 2B603R146V103YG504UV FF HTSRDY,65742743-FORT X20 2B603R146V103YG504UV FF HTSRDY,BDB-65742743,$308 , -   ,Matched by Material ID,pyxis
53781,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033800,LSR/Fortessa,PH220070041066,LSR/Fortessa,PH220070051215,LSRFortessa SORP Instrument,647800Z5,LSRFortessa SO 2B3R8V5G2UV CPU SWOPT,647800Z5-LSRFortessa SO 2B3R8V5G2UV CPU SWOPT,BDB-647800Z5,$307 , -   ,Matched by Material ID,pyxis
53782,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032550,FACSAria Fusion Instrument,PH220070041039,FACSAria Fusion Instrument,PH220070051178,FACSAria Fusion Instrument,656700G2,Fusion 6B/3R/3V ACDU w/Hood,656700G2-Fusion 6B/3R/3V ACDU w/Hood,BDB-656700G2,$306 , -   ,Matched by Material ID,pyxis
53783,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051183,FACSAria SORP Instrument,65011043,Aria SO B200R40BV75UV100 ACDU CPU LC,65011043-Aria SO B200R40BV75UV100 ACDU CPU LC,BDB-65011043,$306 , -   ,Classified by ML model,pyxis
53784,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033800,LSR/Fortessa,PH220070041066,LSR/Fortessa,PH220070051214,LSRFortessa Instrument,649225B9,LSRFORTESSA 6B/4R/6V/2UV 4 LASER,649225B9-LSRFORTESSA 6B/4R/6V/2UV 4 LASER,BDB-649225B9,$306 , -   ,Matched by Material ID,pyxis
53785,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033950,LSR/Fortessa X-20,PH220070041069,LSR/Fortessa X-20,PH220070051218,LSRFortessa X20 Instrument,65742732,Fort X20 2B603R406V505YG503UV15 HPPMT CC,65742732-Fort X20 2B603R406V505YG503UV15 HPPMT CC,BDB-65742732,$306 , -   ,Matched by Material ID,pyxis
53786,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051182,FACSAria III Instrument,64828243,ARIA III 6B/2R/2V/2UV ACDU,64828243-ARIA III 6B/2R/2V/2UV ACDU,BDB-64828243,$305 , -   ,Classified by ML model,pyxis
53787,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033800,LSR/Fortessa,PH220070041066,LSR/Fortessa,PH220070051214,LSRFortessa Instrument,649225B7,LSRFORTESSA 5B/3R/3V/2UV 4 LASER,649225B7-LSRFORTESSA 5B/3R/3V/2UV 4 LASER,BDB-649225B7,$305 , -   ,Matched by Material ID,pyxis
53788,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022100,FACSCelesta,PH220070032750,FACSCelesta Instrument,PH220070041043,FACSCelesta Instrument,PH220070051187,FACSCelesta Instrument,660933B1,FACSCelesta SORP 2B2R6V4YG 100mw,660933B1-FACSCelesta SORP 2B2R6V4YG 100mw,BDB-660933B1,$304 , -   ,Classified by ML model,pyxis
53789,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033800,LSR/Fortessa,PH220070041066,LSR/Fortessa,PH220070051214,LSRFortessa Instrument,649225C1,LSRFORTESSA 5B/3R 2 LASER,649225C1-LSRFORTESSA 5B/3R 2 LASER,BDB-649225C1,$304 , -   ,Matched by Material ID,pyxis
53791,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022200,FACSMelody,PH220070032950,FACSMelody Instrument,PH220070041047,FACSMelody Instrument,PH220070051191,FACSMelody Instrument,661587,BD FACSMelody Blue 4-Color,661587-BD FACSMelody Blue 4-Color,BDB-661587,$304 , -   ,Matched by Material ID,pyxis
53792,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022100,FACSCelesta,PH220070032750,FACSCelesta Instrument,PH220070041043,FACSCelesta Instrument,PH220070051187,FACSCelesta Instrument,66093305,FACSCelesta SORP 17p BRVYG 100mw,66093305-FACSCelesta SORP 17p BRVYG 100mw,BDB-66093305,$304 , -   ,Matched by Material ID,pyxis
53793,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022200,FACSMelody,PH220070032950,FACSMelody Instrument,PH220070041047,FACSMelody Instrument,PH220070051191,FACSMelody Instrument,661758,BD FACSMelody Blue 4-Color Plate,661758-BD FACSMelody Blue 4-Color Plate,BDB-661758,$303 , -   ,Matched by Material ID,pyxis
53796,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022300,FACSymphony Analyzers,PH220070033150,FACSymphony A3 Sorp Instrument,PH220070041052,FACSymphony A3 Sorp Instrument,PH220070051197,FACSymphony A3 Sorp Instrument,660937D6,Symph A3 4B103R146V104YG106UV20 FFSS SO,660937D6-Symph A3 4B103R146V104YG106UV20 FFSS SO,BDB-660937D6,$294 , -   ,Matched by Material ID,pyxis
53797,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032550,FACSAria Fusion Instrument,PH220070041039,FACSAria Fusion Instrument,PH220070051178,FACSAria Fusion Instrument,656700G7,FACSAria Fusion 6B/3R/3V ACDU w/Hood,656700G7-FACSAria Fusion 6B/3R/3V ACDU w/Hood,BDB-656700G7,$292 , -   ,Classified by ML model,pyxis
53813,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033800,LSR/Fortessa,PH220070041066,LSR/Fortessa,PH220070051212,LSR II Instrument,648065,LSR II Preconfig 3LSR 4BLU/2Red/2UVMODE,648065-LSR II Preconfig 3LSR 4BLU/2Red/2UVMODE,BDB-648065,$250 , -   ,Classified by ML model,pyxis
53817,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051183,FACSAria SORP Instrument,650422A2,FACSAria SO 7B1003R1003UV100ACDU CPU,650422A2-FACSAria SO 7B1003R1003UV100ACDU CPU,BDB-650422A2,$245 , -   ,Classified by ML model,pyxis
53836,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,447306,Vision Toolbox Package,447306-Vision Toolbox Package,DS-447306,$199 , -   ,Classified by ML model,pyxis
53840,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436650,Other Informatics,PH211100441296,DMS (Japan),PH211100451534,DMS (Japan),440183,MDMS Plan A,440183-MDMS Plan A,DS-440183,$182 , -   ,Classified by ML model,pyxis
53846,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051182,FACSAria III Instrument,64828206,ARIA III 3B/2R/4YG BASIC,64828206-ARIA III 3B/2R/4YG BASIC,BDB-64828206,$173 , -   ,Matched by Material ID,pyxis
53848,BLS,BDB,Biosciences,BDB,Biosciences,2200100,Single Cell Multiomics,PH220080022800,SCM Reagents,PH220010031500,BD Immune Repertoire Profiling Reagents (BD VDJ),PH220010041018,TCR/BCR,PH220010051018,TCR/BCR,666623,Rhapsody TCR/BCR Assay for WTA 8 Pk,666623-Rhapsody TCR/BCR Assay for WTA 8 Pk,BDB-666623,$171 , -   ,Matched by Material ID,pyxis
53852,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070021950,Accuri,PH220070032350,Accuri Instrument,PH220070041035,Accuri Instrument,PH220070051167,Accuri C5 & C6 Instrument with Sampler,653119,ACCURI C6 System W/Csampler,653119-ACCURI C6 System W/Csampler,BDB-653119,$159 , -   ,Classified by ML model,pyxis
53903,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421000,Microbiology - PC Adjustment,PH211100437650,Microbiology - PC Adjustment,PH211100441379,Microbiology - PC Adjustment,PH211100451675,Microbiology - PC Adjustment,*920741,Meropenem-vaborbactam,*920741-Meropenem-vaborbactam,DS-*920741,$58 , -   ,Classified by ML model,pyxis
53956,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421000,Microbiology - PC Adjustment,PH211100437650,Microbiology - PC Adjustment,PH211100441379,Microbiology - PC Adjustment,PH211100451675,Microbiology - PC Adjustment,*500302,URITEST 2 (CLED Agar/MacConkey Agar),*500302-URITEST 2 (CLED Agar/MacConkey Agar),DS-*500302,$12 , -   ,Classified by ML model,pyxis
53971,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436600,Epicenter,PH211100441290,Epicenter Hardware,PH211100451521,Epicenter Hardware,430086,Switch Negear de 8 puertos,430086-Switch Negear de 8 puertos,DS-430086,$6 , -   ,Classified by ML model,pyxis
53974,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436600,Epicenter,PH211100441290,Epicenter Hardware,PH211100451521,Epicenter Hardware,430089,Belkin - Supresor de picos con 12 salida,430089-Belkin - Supresor de picos con 12 salida,DS-430089,$5 , -   ,Classified by ML model,pyxis
53978,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436600,Epicenter,PH211100441290,Epicenter Hardware,PH211100451521,Epicenter Hardware,430088,Lect cod barra ecl ec-ls 9620-usb 25 mm,430088-Lect cod barra ecl ec-ls 9620-usb 25 mm,DS-430088,$4 , -   ,Classified by ML model,pyxis
53994,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022200,FACSMelody,PH220070033000,FACSMelody Options,PH220070041048,FACSMelody Options,PH220070051192,FACSMelody Other Options and Upgrades,66175109,FACSMelody Configurable Recondioned Rep,66175109-FACSMelody Configurable Recondioned Rep,BDB-66175109,$1 , -   ,Matched by Material ID,pyxis
53996,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436600,Epicenter,PH211100441290,Epicenter Hardware,PH211100451521,Epicenter Hardware,430087,DVD-R 16x Ver Camp 50pz 97176 verbatim,430087-DVD-R 16x Ver Camp 50pz 97176 verbatim,DS-430087,$1 , -   ,Classified by ML model,pyxis
54003,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436600,Epicenter,PH211100441290,Epicenter Hardware,PH211100451521,Epicenter Hardware,430085,Patch cord NXT Cat6 3.0m/10 Ft UTP RJ45,430085-Patch cord NXT Cat6 3.0m/10 Ft UTP RJ45,DS-430085,$0 , -   ,Classified by ML model,pyxis
